,Accession,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
851625,ON781496.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",,,2022-06-16T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,FL-CDC-STM-4BYKZQVRM,Severe acute respiratory syndrome-related coronavirus,29832,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2022-06-06
855118,ON766773.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",,,2022-06-15T00:00:00Z,BA.2,4.1.3/1.17/v0.1.10/0.3.17,True,VA-CDC-QDX37549446,Severe acute respiratory syndrome-related coronavirus,29724,USA: Virginia,USA,VA,Homo sapiens,oronasopharynx,2022-05-31
860759,ON775943.1,"Smith,E.",,,2022-06-15T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDPH-500058756,Severe acute respiratory syndrome-related coronavirus,29724,USA,USA,,Homo sapiens,,2022-05-01
890525,ON759599.1,"Sheth,M., Nobles,S., Madden,J., Padilla,J., Burgin,A., Bentz,M., Burroughs,M., Cook,P., Paden,C.R., Batra,D., Knipe,K., Howard,D., Unoarumhi,Y., Schmerer,M., Rambo-Martin,B.L., Lacek,K., Shepard,S., Wentworth,D., Dugan,V., Lee,J.",,,2022-06-14T00:00:00Z,BA.2,4.1.3/1.17/v0.1.10/0.3.17,True,RI-CDC-2-6070734,Severe acute respiratory syndrome-related coronavirus,29796,USA: RI,USA,RI,Homo sapiens,oronasopharynx,2022-05-09
891276,ON760463.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",,,2022-06-14T00:00:00Z,BA.2,4.1.3/1.17/v0.1.10/0.3.17,True,PA-CDC-QDX37459956,Severe acute respiratory syndrome-related coronavirus,29724,USA: Pennsylvania,USA,PA,Homo sapiens,oronasopharynx,2022-05-28
891889,ON761076.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",,,2022-06-14T00:00:00Z,BA.5.1.1,4.1.3/1.17/v0.1.10/0.3.17,True,TX-CDC-QDX37501711,Severe acute respiratory syndrome-related coronavirus,29718,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2022-05-29
908323,ON742642.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",,,2022-06-13T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,PA-CDC-STM-C36RFTYY9,Severe acute respiratory syndrome-related coronavirus,29850,USA: Pennsylvania,USA,PA,Homo sapiens,oronasopharynx,2022-06-02
909228,ON743558.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",,,2022-06-13T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,NC-CDC-LC0678191,Severe acute respiratory syndrome-related coronavirus,29727,USA: North Carolina,USA,NC,Homo sapiens,oronasopharynx,2022-05-31
910927,ON746796.1,"Schmedes,S., Tarigopula,N., Splatt,T., Blanton,J.",,,2022-06-13T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,FL-BPHL-8960,Severe acute respiratory syndrome-related coronavirus,29661,USA: FL,USA,FL,Homo sapiens,,2022-05-31
912955,ON740241.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",,,2022-06-12T00:00:00Z,BA.2.9,4.1.3/1.17/v0.1.10/0.3.17,True,NJ-CDC-QDX37390145,Severe acute respiratory syndrome-related coronavirus,29724,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2022-05-25
919693,BS004491.1,"Hikida,M., Mushu,T., Suzuki,M., Akaike,R., Komatsu,R., Sanae,A.",,,2022-06-10T00:00:00Z,BA.2.24,4.1.3/1.17/v0.1.10/0.3.17,,PG-243868,Severe acute respiratory syndrome-related coronavirus,29728,"Japan:Shizuoka, Hamamatsu",Japan,,Homo sapiens,"saliva, oronasopharynx",2022-05-03
920225,ON725382.1,"Johnson,A.C., Wu,W., Frame,I.J., Ayyalasomayajula,K., Garrett,M.R., Robinson,D.A.",,,2022-06-10T00:00:00Z,AY.3,4.1.3/1.17/v0.1.10/0.3.17,,M743G2_506307,Severe acute respiratory syndrome-related coronavirus,29635,"USA: Mississippi, Jackson",USA,MS,Homo sapiens,,2021-07-27
920580,ON725737.1,"Johnson,A.C., Wu,W., Frame,I.J., Ayyalasomayajula,K., Garrett,M.R., Robinson,D.A.",,,2022-06-10T00:00:00Z,AY.3.1,4.1.3/1.17/v0.1.10/0.3.17,,M1125G6_511839,Severe acute respiratory syndrome-related coronavirus,29643,"USA: Mississippi, Jackson",USA,MS,Homo sapiens,,2021-09-01
921543,ON726724.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",,,2022-06-10T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,WA-CDC-LC0675832,Severe acute respiratory syndrome-related coronavirus,29294,USA: Washington,USA,WA,Homo sapiens,oronasopharynx,2022-05-23
921934,ON727115.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",,,2022-06-10T00:00:00Z,BA.2.48,4.1.3/1.17/v0.1.10/0.3.17,True,WA-CDC-LC0675754,Severe acute respiratory syndrome-related coronavirus,29693,USA: Washington,USA,WA,Homo sapiens,oronasopharynx,2022-05-24
922801,ON727982.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",,,2022-06-10T00:00:00Z,BA.2.38,4.1.3/1.17/v0.1.10/0.3.17,True,NJ-CDC-LC0672981,Severe acute respiratory syndrome-related coronavirus,29630,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2022-05-26
923287,ON728468.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",,,2022-06-10T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,VA-CDC-LC0673912,Severe acute respiratory syndrome-related coronavirus,29631,USA: Virginia,USA,VA,Homo sapiens,oronasopharynx,2022-05-27
923798,ON728979.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",,,2022-06-10T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,NY-CDC-LC0673904,Severe acute respiratory syndrome-related coronavirus,29684,USA: New York,USA,NY,Homo sapiens,oronasopharynx,2022-05-27
924587,ON729895.1,"Schmedes,S., Tarigopula,N., Splatt,T., Blanton,J.",,,2022-06-10T00:00:00Z,BA.2,4.1.3/1.17/v0.1.10/0.3.17,True,FL-BPHL-8731,Severe acute respiratory syndrome-related coronavirus,29430,USA: FL,USA,FL,Homo sapiens,,2022-05-09
925204,ON731457.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",,,2022-06-10T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,OH-CDC-QDX37256034,Severe acute respiratory syndrome-related coronavirus,29724,USA: Ohio,USA,OH,Homo sapiens,oronasopharynx,2022-05-22
926869,ON733724.1,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.",,,2022-06-10T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,MA-CDCBI-CRSP_WTFPHHR5UWTGPD2R,Severe acute respiratory syndrome-related coronavirus,29407,USA: Massachusetts,USA,MA,Homo sapiens,,2022-05-24
935734,ON717888.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",,,2022-06-09T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,FL-CDC-STM-9YSW6NQYY,Severe acute respiratory syndrome-related coronavirus,29848,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,2022-05-27
937221,ON719375.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",,,2022-06-09T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,CA-CDC-STM-7EXX9NAGK,Severe acute respiratory syndrome-related coronavirus,29849,USA: California,USA,CA,Homo sapiens,oronasopharynx,2022-05-29
937935,ON720089.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",,,2022-06-09T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,TX-CDC-STM-HAEPYV9Z6,Severe acute respiratory syndrome-related coronavirus,29849,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2022-05-31
938323,ON721963.1,"Linares-Perdomo,O.J.",,,2022-06-09T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,UT-UPHL-220607368713,Severe acute respiratory syndrome-related coronavirus,29690,USA,USA,,Homo sapiens,,2022-05-23
940400,ON708020.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",,,2022-06-08T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,NC-CDC-LC0669876,Severe acute respiratory syndrome-related coronavirus,29631,USA: North Carolina,USA,NC,Homo sapiens,oronasopharynx,2022-05-20
941169,ON708789.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",,,2022-06-08T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,NH-CDC-LC0668873,Severe acute respiratory syndrome-related coronavirus,29726,USA: New Hampshire,USA,NH,Homo sapiens,oronasopharynx,2022-05-23
942552,ON710172.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",,,2022-06-08T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,NJ-CDC-LC0666887,Severe acute respiratory syndrome-related coronavirus,29186,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,2022-05-24
943342,ON711361.1,"Gumbleton,L.",,,2022-06-08T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,NV-NSPHL-22-00056406,Severe acute respiratory syndrome-related coronavirus,29687,USA,USA,,Homo sapiens,,2022-06-01
950819,ON697210.1,"Schwem,B., Verma,S.K., Bodnar,L., Filippo,C.S., Roder,A.E., Woell,D., Jeong,B.S.",,,2022-06-07T00:00:00Z,BA.2,4.1.3/1.17/v0.1.10/0.3.17,True,NJ-PHEL-V22023438,Severe acute respiratory syndrome-related coronavirus,29724,USA,USA,,Homo sapiens,,2022-05-18
952676,ON699758.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",,,2022-06-07T00:00:00Z,BA.2,4.1.3/1.17/v0.1.10/0.3.17,True,SC-CDC-LC0648375,Severe acute respiratory syndrome-related coronavirus,29727,USA: South Carolina,USA,SC,Homo sapiens,oronasopharynx,2022-05-16
952697,ON699779.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",,,2022-06-07T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,DC-CDC-LC0648351,Severe acute respiratory syndrome-related coronavirus,29694,USA: District of Columbia,USA,DC,Homo sapiens,oronasopharynx,2022-05-16
953890,ON700972.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",,,2022-06-07T00:00:00Z,BA.2,4.1.3/1.17/v0.1.10/0.3.17,True,VA-CDC-LC0651068,Severe acute respiratory syndrome-related coronavirus,29263,USA: Virginia,USA,VA,Homo sapiens,oronasopharynx,2022-05-19
956092,ON703428.1,"Garfin,J., Plumb,M., Pung,K., Namugenyi,S., Mondelli,A., Hwang,H., Weber,B., Wang,X.",,,2022-06-07T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,MN-MDH-25702,Severe acute respiratory syndrome-related coronavirus,29724,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,2022-05-06
956955,ON668927.1,"Linares-Perdomo,O.J.",,,2022-06-06T00:00:00Z,BA.2.12.1,4.1.3/1.17/v0.1.10/0.3.17,True,UT-UPHL-220530920869,Severe acute respiratory syndrome-related coronavirus,29171,USA,USA,,Homo sapiens,,2022-05-18
961993,ON674417.1,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",,,2022-06-06T00:00:00Z,BA.4,4.1.3/1.17/v0.1.10/0.3.17,True,TX-CDC-STM-YQNDEWJ7U,Severe acute respiratory syndrome-related coronavirus,29835,USA: Texas,USA,TX,Homo sapiens,oronasopharynx,2022-05-23
